electrocution_nonfatal,"At 8:00 a.m. on February 1, 2018, Employee #1, employed by an electrical subcont ractor, was working at a multiemployer construction project, a new medical facil ity.  He was troubleshooting an ""In Use"" sign that was not functioning properly. Employee #1 tested approximately six live electrical wires within a junction b ox.  He then bypassed the relay, and during the troubleshooting process he came into contact with live parts.  Employee #1 sustained an electric shock and burns .  Emergency services were called, and Employee #1 was transported to a hospital burn center, admitted, and treated for the electric shock and burns."
electrocution_nonfatal,"At 7:35 a.m. on January 14, 2021, Employee #1, employed by a concrete constructi on company, was working from an 8-foot Werner stepladder at a commercial buildin g site.  He was pulling down concrete formwork plywood from the ceiling level wh en an electric arc flash occurred at the electrical bus duct below the work area .  The employee sustained arc flash burns to the lower legs, hands, and arms.  H e was transported to the hospital and admitted for treatment of the burns."
electrocution_nonfatal,"At 7:45 a.m. on April 23, 2019, Employee #1, employed by a highway construction company, was using an Extech 430 Multi Meter to perform a diagnostic test on a 4 80 volt 50 amp circuit ITE circuit breaker that was not functioning in an emulsi on tank electrical panel.  When the employee touched the positive and negative t est leads of the meter to the power supply side of the circuit breaker, an arc f lash occurred.  The arc flash burned the test leads of the meter and the tops of multiple fingers on the employee's hands.  The employee, who had not been weari ng personal protective equipment, was transported to the hospital, where he was admitted for treatment of the burns."
electrocution_nonfatal,"At 1:30 p.m. on July 26, 2018, an employee was working to trace wires when an ar c flash occurred. The employee received electrical shock and burn injuries to un specified body parts and was hospitalized."
electrocution_nonfatal,"At 2:30 p.m. on April 3, 2018, Employee #1, employed by an electrical services c ompany, was performing an estimate for an electrical repair.  He was in the faci lity's main electrical room and using an electric meter to check the voltage on the breaker.  An arc flash occurred, and Employee #1 was caught in the fire and burned.  Emergency services were called, and Employee #1 was transported to the hospital.  He was admitted and treated for first degree burns to his face and ar ms, and second degree burns to his hands."
electrocution_nonfatal,"A carpenter was working on the outside base wall of a new high-rise condominium. He was drilling holes in the ground to install reinforcement stakes for a wall form. His auger bit struck a buried 480-volt electrical conduit and penetrated the enclosed cable, creating an electrical fault. The ensuing electric arc burned the employee's right arm. He was hospitalized with second- and third-degree burns from the elbow to the fingertips of his right arm."
electrocution_nonfatal,"On September 15, 2005, Employees #1 and #2, of Daniel Electric, were installing circuit breakers on the main electrical panel at a 99 Cents Only store, a chain with which the employer, a licensed electrical contractor, had a long-time business relationship. Employee #1 was holding a screwdriver with one hand and a breaker with the other hand, while Employee #2 held a flashlight and watched from a few feet away. Employee #1 lost his grip on the breaker and it fell across two energized busbars, creating an arc flash that knocked both employees to the ground. The nominal phase-to-phase voltage on the panel was 277 volts, and the phase-to-ground voltage was 480 volts. Employees #1 and #2 were transported USC Medical Center, where Employee #1 was hospitalized and Employee #2 was treated and released. Neither of them had been equipped with approved personal protective equipment, such as face shields, insulated gloves, or insulated tools. The employer was cited for a violation, serious, for not providing and ensuring the use of approved insulated gloves, insulated tools, and eye protection, and for not providing instructions on work techniques and hazards involved in working on energized equipment."
electrocution_nonfatal,"At 4:45 p.m. on March 12, 2019, Employee #1, employed by a power line constructi on company, was working at the site of a new residential townhouse.  He was inst alling wire inside a pedestal when he came into contact with the pedestal busbar that distributed power to the townhouse.  The busbar was live/energized.  The e mployee, who was wearing flame resistant clothing and electrical rated gloves, s ustained an electric shock.  He was transported by emergency services to the hos pital, where he was admitted for treatment of electric shock."
electrocution_nonfatal,"At 11:30 a.m. on December 9, 2017, Employee #1 was repairing a 4,800 volt electr ic power line after a car struck a pole. The employee grabbed the wire with both hands with no insulating gloves or sleeves. He sustained severe electrical burn s to both hands and was hospitalized for his injuries."
electrocution_nonfatal,"At 6:15 a.m. on January 15, 2005, Employee #1, a journeyman electrician, was installing a new power panel during the remodeling of a unit at a strip mall. He was putting in a mechanical lug on a busbar, above the main breaker on the load side. The breaker was turned off, but the incoming busbars below the breaker were energized with 480-volt, three-phase power. Employee #1 was standing on a 13 in. tall by 16 in. diameter empty wooden cable spool to reach the lug location. As he tightened the lug, he dropped the ratchet and socket wrench, which landed between the metal dead front on the panel and a live incoming busbar below the main breaker. This caused a short circuit and arc flash. Employee #1 sustained burns to his stomach, face, and hands. The burns to his hands required hospitalization for skin grafts."
electrocution_nonfatal,"At approximately 11:05 a.m. on December 27, 2007, Employee #1 was troubleshooting a 12,400-volt, 3-phase electrical load switch when an arc flash occurred. The 600-volt meter exploded due to backfeed. Employee # suffered burns on both hands and he was transported to the burn unit of a local hospital. Prior to the arc flash, Employee #1 had removed his electrical-rated gloves."
electrocution_nonfatal,"An employee was using a bull float with a 6.7-meter-long aluminum handle to finish a concrete slab at a new-home construction site. A 12-kilovolt overhead power line crossed the perimeter of property at a height of 4.3 meters close to where the employee was working. The handle of the bull float contacted the power line, and the employee received an electric shock and sustained severe burns. He was hospitalized for his injuries."
electrocution_nonfatal,"At 8:30 a.m. on June 7, 2017, Employee #1, employed by an electrical services co mpany, was working at a multiemployer job site.  He was installing grounding bus hing on the inside of an electrical panel to which power had been turned off.  T he power company turned on the electrical power, and 480 volts flowed to the pan el.  An arc flash ensued.  Employee #1 sustained burns to his upper body.  Emerg ency services were called, and Employee #1 was transported to the hospital.  He was admitted and treated for burns."
electrocution_nonfatal,"On August 20, 2002, Employee #1 was pouring concrete for a road job when his truck contacted energized overhead power lines. Employee #1 received an electric shock, sustaining injuries that required hospitalization."
electrocution_nonfatal,"On August 9, 2006, Employees #1 and #2 were setting up for roofing operations. Overhead power lines (19,900-volt) were located approximately 16 feet from the front of the building. Employees #1 and #2 were standing on a ladder, which contacted a high-voltage line. Both employees were shocked and sustained burns to their hands and feet, for which they were hospitalized. The lines had not been guarded, deenergized, or removed before the employees set up their equipment for the roofing job."
electrocution_nonfatal,"At 6:30 p.m. on December 29, 2017, an employee was repairing an electric line fe eder when he inadvertently contacted a 4 KV energized line. He sustained an elec trical shock, resulting in the employee receiving first and second degree burns to his back, right side, and left arm. The employee was hospitalized for his inj ury."
electrocution_nonfatal,"At 7:10 p.m. on June 6, 2018, Employee #1, employed by an electrical services co mpany, was working on electrical power lines following a power outage.  The elec trical utility company did not ensure that the power was switched off where the employee was working.  Employee #1 received an electric shock and electrical bur ns.  He was transported to the hospital, admitted, and treated for his injuries."
electrocution_nonfatal,"At 11:00 a.m. on February 2, 2021, Employee #1, employed by an electrical contra ctor, was engaged in demolition work at a commercial building.  He removed wirin g conduit that ran from the disconnect to the high and low voltage panels that h ad been de-energized.  Then he used a Milwaukee M12 600 Cable Cutter to cut the live wire, although he had not been instructed to do so.  The employee also did not test the cable prior to cutting it, later stating that he had left his teste r in his vehicle.  The employee received flash burns on the backs of both hands and his face.  He was transported to the hospital and admitted for treatment of the flash burns."
electrocution_nonfatal,"On May 24, 2005, Employee #1, a journeyman electrician, was standing on a fiberglass ladder, about 5 ft above the floor. He was pulling wire from an electrical room to a mezzanine storage area when he sustained a minor electric shock."
electrocution_nonfatal,"At 9:00 a.m. on April 22, 2019, Employee #1, employed by an electrical contracto r, was attempting to install an electrical cover over a high voltage electrical line.  The employee came into contact with high voltage electricity.  He was tra nsported to the hospital and admitted for treatment of electrical burns."
electrocution_nonfatal,"At 11:08 a.m. on April 10, 2017, Employee #1 and Coworker #1, employed by a sign company, were on a building roof and preparing to hang an advertising sign. Emp loyee #1 used a rope to hoist an aluminum ladder up from the alley.  He then gra bbed the upper end of the ladder and began to walk backwards while dragging the ladder along the parapet wall.  The lower end of the ladder rose up and made con tact with an energized high voltage power line operating at 4,800 volts that was in proximity to the building.  Employee #1 sustained an electric shock.  Emerge ncy services were called, and Employee #1 was transported to the hospital.  He w as admitted and treated for multiple burns."
electrocution_nonfatal,"Employee #1 and two coworkers were painting the front of a building. They were moving a fully-extended 40 ft aluminum extension ladder along the front of the building when they lost control of the ladder and it contacted an overhead high-voltage power line. Employee #1 suffered an electric shock, sustaining injuries that required hospitalization."
electrocution_nonfatal,"At 6:30 p.m. on May 12, 2017, Employee #1, employed by an electrical services co ntractor, was working on the second floor of a commercial building.  He was doin g electrical wiring work.  As he tested a conduit wire in preparation for shavin g it and putting a wire nut on it, and the conduit wire became energized.  The w ire was operating at 277 volts, single phase.  Employee #1 sustained an electric al shock and burns to his left arm and the palm of his left hand.  Emergency ser vices were called, and Employee #1 was transported to the hospital.  He was admi tted and treated for electrical burns to his left arm and hand."
electrocution_nonfatal,"On September 21, 2005, Employee #1, of Pacific Data Electric, an electrical contractor, was helping install a new 440-volt electrical power service for a machine in a spectacle grinding facility in Los Angeles, CA. His supervisor, who was not on site, had assigned him several tasks. He was replacing a slide in a module in an electrical cabinet that contained two 220-volt buses when a nut fell, causing him to jump and cross-phase the buses with a screwdriver. An arc blast occured and Employee #1 suffered second-degree burns on his hands and forearms and first-degree burns on his face. He was hospitalized for two days. Employee #1 was not wearing protective gloves."
electrocution_nonfatal,"At 12:45 p.m. on April 1, 2019, an employee helped to pour concrete on the secon d level of a parking garage. The employee attempted to lift a Fresno trowel with a five-foot handle, made contact with a thirteen thousand volt power line and w as electrocuted. The employee was hospitalized to treat injuries received."
